row_type,source_page,doi,local_source_file,static_sample_stride,dynamic_sample_stride,max_lag_seconds,note,name,formula,current_apDrone_max_rotor_thrust_n,current_apDrone_thrust_coefficient,current_apDrone_hover_rpm,current_apDrone_max_rpm,current_apDrone_hover_logged_erpm100_14_pole,current_apDrone_max_logged_erpm100_14_pole,flight_filename,motor_index,firmware_version,motor_output_low,motor_output_high,motor_poles,dshot_bidir,thrust_linear_percent,duration_s,sample_count,valid_erpm_sample_count,valid_erpm_fraction,sampled_count_for_percentiles,estimated_sample_rate_hz,motor_norm_p50,motor_norm_p95,motor_norm_p99,mechanical_rpm_p50,mechanical_rpm_p95,mechanical_rpm_p99,mechanical_rpm_max_sampled,rpm_fraction_of_current_max_p50,rpm_fraction_of_current_max_p95,rpm_over_current_hover_p50,rpm_over_current_hover_p95,effective_kv_rpm_per_v_p50,effective_kv_rpm_per_v_p95,rpm_over_linear_motor_command_p50,rpm_over_linear_motor_command_p95,rpm_over_sqrt_motor_command_p50,rpm_over_sqrt_motor_command_p95,inferred_thrust_n_p50,inferred_thrust_n_p95,inferred_quad_twr_from_same_rpm_p50,inferred_quad_twr_from_same_rpm_p95,linear_fit_count,linear_fit_slope_rpm_per_norm,linear_fit_intercept_rpm,linear_fit_r2,linear_fit_rmse_rpm,linear_fit_rpm_at_norm_1,linear_fit_norm_at_hover_rpm,power_fit_count,power_fit_scale_rpm_fraction_at_norm_1,power_fit_exponent,power_fit_r2_log,power_fit_rmse_rpm_fraction,dynamic_sample_rate_hz,best_level_lag_ms,best_level_correlation,best_level_pair_count,best_delta_lag_ms,best_delta_correlation,best_delta_pair_count,first_order_tau_sample_count,first_order_tau_p10_ms,first_order_tau_p50_ms,first_order_tau_p90_ms,source_file_count
apdrone_urban_motor_rpm_method,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/urban_environment/Flight Data in Urban Environment,20,8,0.08,Static percentiles/fits use deterministic sampled rows; response lag uses downsampled command/RPM arrays.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_formula,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/blackbox/blackbox.c,,,,,,APdrone urban logs report motor_poles=14 and dshot_bidir=1.,Betaflight eRPM blackbox conversion,mechanical_rpm = logged_eRPM100 * 100 * 2 / motor_poles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_formula,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/flight/mixer.c,,,,,,"APdrone urban headers report motorOutput=158,2047.",Betaflight motor command normalization,normalized_motor_command = (motor[i] - motorOutputLow) / (motorOutputHigh - motorOutputLow),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_project_apDrone_rpm_model,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,T = k * omega^2; omega = rpm * 2*pi/60,13.5,1.3918976015517363e-06,10046.531935346788,29739.565767989377,703.257235474275,2081.7696037592564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_urban_motor_rpm_file_motor,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/urban_environment/Flight Data in Urban Environment/Flight_1.csv,,,,"Positive lag means RPM follows motor command. Dynamic lag is a correlation diagnostic, not a controlled ESC step test.",,,,,,,,,Flight_1.csv,0,4.5.0,158.0,2047.0,14.0,1.0,20.0,148.313894,297466,267049,0.897746297055798,13353,2005.644865611849,0.43726839597670725,0.48703017469560617,0.5500264690312334,12000.0,13142.857142857143,14628.57142857143,15928.57142857143,0.40350286529456925,0.4419317096083377,1.1944420300681384,1.3081984138841516,1770.5306976141114,1879.2002227212663,0.9249984234509566,0.9824335388239058,0.6108930880597228,0.6428798608981301,2.1979965910625183,2.6365990854242,1.4266917631932956,1.7113830900890101,13279,19686.226813561083,3426.6481770334103,0.81464071098722,381.1664494415741,23112.874990594493,0.33626981041146975,13279,0.7193590672441268,0.6951071324254087,0.7450353239761809,0.012708422939649756,250.68939583873615,19.94499999998567,0.9278799976423346,33197,3.988999999997134,0.13092571009102455,30780,10553,7.921342991150974,19.468615652176545,50.81337842238015,
apdrone_urban_motor_rpm_file_motor,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/urban_environment/Flight Data in Urban Environment/Flight_1.csv,,,,"Positive lag means RPM follows motor command. Dynamic lag is a correlation diagnostic, not a controlled ESC step test.",,,,,,,,,Flight_1.csv,1,4.5.0,158.0,2047.0,14.0,1.0,20.0,148.313894,297466,267261,0.8984589835476996,13363,2005.644865611849,0.5341450502911593,0.5775542615140286,0.6126945473795655,13914.285714285714,14728.57142857143,15257.142857142855,16614.285714285714,0.46787117952013146,0.4952517310936915,1.3849839729599605,1.46603539642887,1679.8093127341317,1740.5356573953802,0.8761113937257946,0.9218461881558444,0.6385493443546368,0.6595779358313884,2.9551964484450477,3.3112027415425245,1.9181806053559565,2.1492597835823535,13276,18776.33076512841,3852.409942326933,0.8439558587529673,367.7274711009531,22628.74070745534,0.3298899061004848,13276,0.720854600268793,0.6927170852840309,0.8120734380630847,0.011857763033988557,250.68939583873615,19.94499999998567,0.9399205333063589,33189,3.988999999997134,0.15193440643008352,32008,10770,5.310482011740107,13.225501558628801,33.24903942234652,
apdrone_urban_motor_rpm_file_motor,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/urban_environment/Flight Data in Urban Environment/Flight_1.csv,,,,"Positive lag means RPM follows motor command. Dynamic lag is a correlation diagnostic, not a controlled ESC step test.",,,,,,,,,Flight_1.csv,2,4.5.0,158.0,2047.0,14.0,1.0,20.0,148.313894,297466,267000,0.8975815723477641,13350,2005.644865611849,0.4303864478560085,0.4700899947061937,0.4933827421916358,11671.42857142857,12457.142857142857,12985.714285714286,16971.428571428572,0.3924545725543608,0.4188744030200766,1.1617370697210345,1.2399445835945435,1754.9038723847764,1867.4521388039752,0.9163190331535402,0.9836326139391421,0.6000376225226731,0.6224255948323684,2.079277985504151,2.3686528343232456,1.3496330191640156,1.5374625703854463,13278,18050.63735083954,3936.941986931935,0.794972708929919,356.5110629791162,21987.579337771476,0.33846948612762934,13278,0.7161672494844168,0.7087330001279416,0.7373044083147411,0.011836039874505589,250.68939583873615,19.94499999998567,0.9220758741350226,33195,3.988999999997134,0.19740015200034047,30736,10148,7.334720267150058,17.84320928624931,46.01828002251038,
apdrone_urban_motor_rpm_file_motor,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/urban_environment/Flight Data in Urban Environment/Flight_1.csv,,,,"Positive lag means RPM follows motor command. Dynamic lag is a correlation diagnostic, not a controlled ESC step test.",,,,,,,,,Flight_1.csv,3,4.5.0,158.0,2047.0,14.0,1.0,20.0,148.313894,297466,267435,0.8990439243476566,13372,2005.644865611849,0.5314981471678136,0.5764955002646903,0.6131762837480144,13914.285714285714,14728.57142857143,15814.285714285714,18085.714285714286,0.46787117952013146,0.4952517310936915,1.3849839729599605,1.46603539642887,1689.1289681168123,1749.9451664775124,0.8807910838263407,0.9266053421548134,0.6412448412273527,0.6635465379108183,2.9551964484450477,3.3112027415425245,1.9181806053559565,2.1492597835823535,13277,18830.528040594967,3898.6853407435347,0.8172288218659645,370.0980508234066,22729.2133813385,0.32648296326845894,13277,0.7559991571388455,0.759210147407098,0.7722385017491034,0.012280652703416777,250.68939583873615,19.94499999998567,0.9278300195450303,33197,3.988999999997134,0.16775950435468254,31968,11056,5.903163779760341,14.380884119628279,35.46851819696202,
apdrone_urban_motor_rpm_file_all_motors,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/urban_environment/Flight Data in Urban Environment/Flight_1.csv,,,,"Positive lag means RPM follows motor command. Dynamic lag is a correlation diagnostic, not a controlled ESC step test.",,,,,,,,,Flight_1.csv,all,4.5.0,158.0,2047.0,14.0,1.0,20.0,148.313894,1189864,1068745,0.8982076943247296,53438,8022.599689817327,0.4737956590788777,0.5659078877713075,0.5971413446267867,12800.0,14528.57142857143,15142.857142857141,18085.714285714286,0.43040305631420717,0.4885266833387821,1.2740714987393476,1.4461280292610676,1720.4921454549499,1839.456703706186,0.8990379427057816,0.9656205583530615,0.624629599046308,0.6572355160494304,2.5008316769422434,3.2218873245088737,1.6232581838999276,2.091286277014499,53110,19838.75044348901,3298.4230318827035,0.9187688143271143,379.7220648323251,23137.173475371714,0.34014787991240564,53110,0.7408302765987798,0.7359078372777861,0.8574197393369429,0.012575286884961463,250.68939583873615,79.77999999994267,0.9692315922297643,132778,63.82399999995415,0.9830559098065479,133266,1101,2.1068129667578823,3.4709610821736345,30.233012016351744,
apdrone_urban_motor_rpm_file_motor,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/urban_environment/Flight Data in Urban Environment/Flight_2.csv,,,,"Positive lag means RPM follows motor command. Dynamic lag is a correlation diagnostic, not a controlled ESC step test.",,,,,,,,,Flight_2.csv,0,4.5.0,158.0,2047.0,14.0,1.0,20.0,196.29007800000002,393733,360151,0.9147086985342859,18007,2005.8680704177007,0.44309158284806777,0.47591318157755425,0.4880889359449444,12357.142857142857,12942.857142857143,13228.57142857143,13685.714285714286,0.4155118791426219,0.43520666185342827,1.2299909000106424,1.2882910467163493,1761.2779910180107,1866.9690684966358,0.9357914933929505,1.0105148461723654,0.6222514209842666,0.6457372884317054,2.3307766430665424,2.556965320041657,1.51287761410899,1.659693821049507,17914,18131.4189581622,4276.426463745213,0.7840106909665729,375.77497168007096,22407.845421907416,0.3182379429274647,17914,0.7042294946776888,0.6519658426885914,0.8013445241408812,0.01226785334053399,250.75225676988563,19.94000000003382,0.9027477374976451,44778,3.988000000006764,0.23263551149858053,40818,14908,7.656471075667264,19.244368932943665,48.93007502044687,
apdrone_urban_motor_rpm_file_motor,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/urban_environment/Flight Data in Urban Environment/Flight_2.csv,,,,"Positive lag means RPM follows motor command. Dynamic lag is a correlation diagnostic, not a controlled ESC step test.",,,,,,,,,Flight_2.csv,1,4.5.0,158.0,2047.0,14.0,1.0,20.0,196.29007800000002,393733,360175,0.9147696535469468,18009,2005.8680704177007,0.4939121228163049,0.5346744309158284,0.5494970884065643,13228.57142857143,13828.571428571431,14057.142857142857,16842.85714285714,0.4448138729318704,0.4649890161965988,1.3167301426703526,1.3764522441737594,1693.495779964323,1770.711383744257,0.8988764414974498,0.9605548580362181,0.6322850224397337,0.648113048960586,2.6711016509607766,2.9188995999769918,1.733778268616687,1.894620780490979,17850,18656.485624096116,3970.2424744838445,0.8859146494720607,371.7337331131935,22626.72809857996,0.32569314410507216,17850,0.6933216319400863,0.6324045588947083,0.9296402861854474,0.010965526419122103,250.75225676988563,7.976000000013528,0.9544690062789235,44620,3.988000000006764,0.21273802085934634,42278,14853,5.902283184949106,14.860759980533789,38.3383681643441,
