row_type,name,metric,value,unit,source_file,source_url,evidence_role,note
wall_obstruction_packet_source_inventory,rotor_flow_obstruction_model,source_description,"Maps directional side-flow distances into obstruction intensity, ideal disk-overlap geometry, and dirty-air thrust multiplier.",text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/RotorFlowObstructionModel.java,,wall_obstruction_source_inventory,Formula source for wall-obstruction response packet.
wall_obstruction_packet_source_inventory,drone_physics_wall_force,source_description,"Maps obstruction intensity, spin, thrust fraction, and transverse speed into lagged lateral wall attraction force.",text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,wall_obstruction_source_inventory,Formula source for wall-obstruction response packet.
wall_obstruction_packet_source_inventory,fabric_rotor_side_flow_sampler,source_description,Samples side-flow distances around each rotor disk in Minecraft worlds before constructing DroneEnvironment obstruction telemetry.,text,fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java,,wall_obstruction_source_inventory,Formula source for wall-obstruction response packet.
wall_obstruction_packet_source_inventory,offline_wall_skim_proxy,source_description,Mirrors runtime side-flow geometry for the synthetic wall_skim regression trace.,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/tools/OfflineFlightRecorder.java,,wall_obstruction_source_inventory,Formula source for wall-obstruction response packet.
wall_obstruction_packet_clearance_matrix,racingQuad_clearance_0R,input_clearance_over_radius,0,R,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/RotorFlowObstructionModel.java,docs/data/surface_obstruction_geometry_reference.csv,runtime_wall_clearance_response_matrix,Single flat sidewall response from current side-flow geometry; wall force uses hover spin and zero transverse speed.
wall_obstruction_packet_clearance_matrix,racingQuad_clearance_0R,input_clearance_m,0,m,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/RotorFlowObstructionModel.java,docs/data/surface_obstruction_geometry_reference.csv,runtime_wall_clearance_response_matrix,Single flat sidewall response from current side-flow geometry; wall force uses hover spin and zero transverse speed.
wall_obstruction_packet_clearance_matrix,racingQuad_clearance_0R,runtime_side_flow_sample_max_distance_m,0.41275,m,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/RotorFlowObstructionModel.java,docs/data/surface_obstruction_geometry_reference.csv,runtime_wall_clearance_response_matrix,Single flat sidewall response from current side-flow geometry; wall force uses hover spin and zero transverse speed.
wall_obstruction_packet_clearance_matrix,racingQuad_clearance_0R,ideal_flat_wall_disk_blocked_fraction,0.5,fraction,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/RotorFlowObstructionModel.java,docs/data/surface_obstruction_geometry_reference.csv,runtime_wall_clearance_response_matrix,Single flat sidewall response from current side-flow geometry; wall force uses hover spin and zero transverse speed.
wall_obstruction_packet_clearance_matrix,racingQuad_clearance_0R,runtime_obstruction_intensity,0.851176470588,fraction,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/RotorFlowObstructionModel.java,docs/data/surface_obstruction_geometry_reference.csv,runtime_wall_clearance_response_matrix,Single flat sidewall response from current side-flow geometry; wall force uses hover spin and zero transverse speed.
wall_obstruction_packet_clearance_matrix,racingQuad_clearance_0R,dirty_air_thrust_multiplier_per_affected_rotor,0.938332146896,multiplier,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/RotorFlowObstructionModel.java,docs/data/surface_obstruction_geometry_reference.csv,runtime_wall_clearance_response_matrix,Single flat sidewall response from current side-flow geometry; wall force uses hover spin and zero transverse speed.
wall_obstruction_packet_clearance_matrix,racingQuad_clearance_0R,two_affected_rotors_vehicle_thrust_loss_fraction,0.030833926552,fraction,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/RotorFlowObstructionModel.java,docs/data/surface_obstruction_geometry_reference.csv,runtime_wall_clearance_response_matrix,Single flat sidewall response from current side-flow geometry; wall force uses hover spin and zero transverse speed.
wall_obstruction_packet_clearance_matrix,racingQuad_clearance_0R,two_affected_rotors_vehicle_thrust_loss_percent,3.0833926552,percent,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/RotorFlowObstructionModel.java,docs/data/surface_obstruction_geometry_reference.csv,runtime_wall_clearance_response_matrix,Single flat sidewall response from current side-flow geometry; wall force uses hover spin and zero transverse speed.
wall_obstruction_packet_clearance_matrix,racingQuad_clearance_0R,hover_wall_force_per_affected_rotor_n,0.423224575858,N,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/RotorFlowObstructionModel.java,docs/data/surface_obstruction_geometry_reference.csv,runtime_wall_clearance_response_matrix,Single flat sidewall response from current side-flow geometry; wall force uses hover spin and zero transverse speed.
wall_obstruction_packet_clearance_matrix,racingQuad_clearance_0R,hover_two_affected_rotors_wall_force_over_weight,0.0784670839516,weight fraction,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/RotorFlowObstructionModel.java,docs/data/surface_obstruction_geometry_reference.csv,runtime_wall_clearance_response_matrix,Single flat sidewall response from current side-flow geometry; wall force uses hover spin and zero transverse speed.
